timestamp_utc,day_ahead_price_eur_mwh,resolution,timestamp_local,date,hour,month,month_name,day_of_week,price_change_eur_mwh,absolute_price_change_eur_mwh
2025-10-02 03:45:00+00:00,107.83,PT15M,2025-10-02 05:45:00+02:00,2025-10-02,5,10,October,Thursday,15.11,15.11
2025-10-02 04:00:00+00:00,86.23,PT15M,2025-10-02 06:00:00+02:00,2025-10-02,6,10,October,Thursday,-21.599999999999994,21.599999999999994
2025-10-02 04:15:00+00:00,109.51,PT15M,2025-10-02 06:15:00+02:00,2025-10-02,6,10,October,Thursday,23.28,23.28
2025-10-02 04:30:00+00:00,119.71,PT15M,2025-10-02 06:30:00+02:00,2025-10-02,6,10,October,Thursday,10.199999999999989,10.199999999999989
2025-10-02 04:45:00+00:00,151.57,PT15M,2025-10-02 06:45:00+02:00,2025-10-02,6,10,October,Thursday,31.86,31.86
2025-10-02 05:00:00+00:00,116.73,PT15M,2025-10-02 07:00:00+02:00,2025-10-02,7,10,October,Thursday,-34.83999999999999,34.83999999999999
2025-10-02 05:15:00+00:00,158.78,PT15M,2025-10-02 07:15:00+02:00,2025-10-02,7,10,October,Thursday,42.05,42.05
2025-10-02 05:30:00+00:00,167.22,PT15M,2025-10-02 07:30:00+02:00,2025-10-02,7,10,October,Thursday,8.439999999999998,8.439999999999998
2025-10-02 05:45:00+00:00,155.99,PT15M,2025-10-02 07:45:00+02:00,2025-10-02,7,10,October,Thursday,-11.22999999999999,11.22999999999999
2025-10-02 06:00:00+00:00,174.65,PT15M,2025-10-02 08:00:00+02:00,2025-10-02,8,10,October,Thursday,18.659999999999997,18.659999999999997
2025-10-02 06:15:00+00:00,149.66,PT15M,2025-10-02 08:15:00+02:00,2025-10-02,8,10,October,Thursday,-24.99000000000001,24.99000000000001
2025-10-02 06:30:00+00:00,115.25,PT15M,2025-10-02 08:30:00+02:00,2025-10-02,8,10,October,Thursday,-34.41,34.41
2025-10-02 06:45:00+00:00,89.29,PT15M,2025-10-02 08:45:00+02:00,2025-10-02,8,10,October,Thursday,-25.959999999999994,25.959999999999994
2025-10-02 07:00:00+00:00,122.86,PT15M,2025-10-02 09:00:00+02:00,2025-10-02,9,10,October,Thursday,33.56999999999999,33.56999999999999
2025-10-02 07:15:00+00:00,111.58,PT15M,2025-10-02 09:15:00+02:00,2025-10-02,9,10,October,Thursday,-11.280000000000001,11.280000000000001
2025-10-02 07:30:00+00:00,92.03,PT15M,2025-10-02 09:30:00+02:00,2025-10-02,9,10,October,Thursday,-19.549999999999997,19.549999999999997
2025-10-02 07:45:00+00:00,71.77,PT15M,2025-10-02 09:45:00+02:00,2025-10-02,9,10,October,Thursday,-20.260000000000005,20.260000000000005
2025-10-02 08:00:00+00:00,99.8,PT15M,2025-10-02 10:00:00+02:00,2025-10-02,10,10,October,Thursday,28.03,28.03
2025-10-02 08:15:00+00:00,96.03,PT15M,2025-10-02 10:15:00+02:00,2025-10-02,10,10,October,Thursday,-3.769999999999996,3.769999999999996
2025-10-02 08:30:00+00:00,83.19,PT15M,2025-10-02 10:30:00+02:00,2025-10-02,10,10,October,Thursday,-12.840000000000003,12.840000000000003
2025-10-02 08:45:00+00:00,73.96,PT15M,2025-10-02 10:45:00+02:00,2025-10-02,10,10,October,Thursday,-9.230000000000004,9.230000000000004
2025-10-02 09:00:00+00:00,95.71,PT15M,2025-10-02 11:00:00+02:00,2025-10-02,11,10,October,Thursday,21.75,21.75
2025-10-02 09:15:00+00:00,83.31,PT15M,2025-10-02 11:15:00+02:00,2025-10-02,11,10,October,Thursday,-12.399999999999991,12.399999999999991
2025-10-02 09:30:00+00:00,72.08,PT15M,2025-10-02 11:30:00+02:00,2025-10-02,11,10,October,Thursday,-11.230000000000004,11.230000000000004
2025-10-02 09:45:00+00:00,65.99,PT15M,2025-10-02 11:45:00+02:00,2025-10-02,11,10,October,Thursday,-6.090000000000003,6.090000000000003
2025-10-02 10:00:00+00:00,70.25,PT15M,2025-10-02 12:00:00+02:00,2025-10-02,12,10,October,Thursday,4.260000000000005,4.260000000000005
2025-10-02 10:15:00+00:00,64.35,PT15M,2025-10-02 12:15:00+02:00,2025-10-02,12,10,October,Thursday,-5.900000000000006,5.900000000000006
2025-10-02 10:30:00+00:00,64.44,PT15M,2025-10-02 12:30:00+02:00,2025-10-02,12,10,October,Thursday,0.09000000000000341,0.09000000000000341
2025-10-02 10:45:00+00:00,60.33,PT15M,2025-10-02 12:45:00+02:00,2025-10-02,12,10,October,Thursday,-4.109999999999999,4.109999999999999
2025-10-02 11:00:00+00:00,54.55,PT15M,2025-10-02 13:00:00+02:00,2025-10-02,13,10,October,Thursday,-5.780000000000001,5.780000000000001
2025-10-02 11:15:00+00:00,56.73,PT15M,2025-10-02 13:15:00+02:00,2025-10-02,13,10,October,Thursday,2.1799999999999997,2.1799999999999997
2025-10-02 11:30:00+00:00,57.66,PT15M,2025-10-02 13:30:00+02:00,2025-10-02,13,10,October,Thursday,0.9299999999999997,0.9299999999999997
2025-10-02 11:45:00+00:00,55.48,PT15M,2025-10-02 13:45:00+02:00,2025-10-02,13,10,October,Thursday,-2.1799999999999997,2.1799999999999997
2025-10-02 12:00:00+00:00,54.88,PT15M,2025-10-02 14:00:00+02:00,2025-10-02,14,10,October,Thursday,-0.5999999999999943,0.5999999999999943
2025-10-02 12:15:00+00:00,58.92,PT15M,2025-10-02 14:15:00+02:00,2025-10-02,14,10,October,Thursday,4.039999999999999,4.039999999999999
2025-10-02 12:30:00+00:00,66.16,PT15M,2025-10-02 14:30:00+02:00,2025-10-02,14,10,October,Thursday,7.239999999999995,7.239999999999995
2025-10-02 12:45:00+00:00,72.98,PT15M,2025-10-02 14:45:00+02:00,2025-10-02,14,10,October,Thursday,6.820000000000007,6.820000000000007
2025-10-02 13:00:00+00:00,55.32,PT15M,2025-10-02 15:00:00+02:00,2025-10-02,15,10,October,Thursday,-17.660000000000004,17.660000000000004
2025-10-02 13:15:00+00:00,66.49,PT15M,2025-10-02 15:15:00+02:00,2025-10-02,15,10,October,Thursday,11.169999999999995,11.169999999999995
2025-10-02 13:30:00+00:00,76.71,PT15M,2025-10-02 15:30:00+02:00,2025-10-02,15,10,October,Thursday,10.219999999999999,10.219999999999999
2025-10-02 13:45:00+00:00,87.48,PT15M,2025-10-02 15:45:00+02:00,2025-10-02,15,10,October,Thursday,10.77000000000001,10.77000000000001
2025-10-02 14:00:00+00:00,64.33,PT15M,2025-10-02 16:00:00+02:00,2025-10-02,16,10,October,Thursday,-23.150000000000006,23.150000000000006
2025-10-02 14:15:00+00:00,75.77,PT15M,2025-10-02 16:15:00+02:00,2025-10-02,16,10,October,Thursday,11.439999999999998,11.439999999999998
2025-10-02 14:30:00+00:00,88.53,PT15M,2025-10-02 16:30:00+02:00,2025-10-02,16,10,October,Thursday,12.760000000000005,12.760000000000005
2025-10-02 14:45:00+00:00,102.58,PT15M,2025-10-02 16:45:00+02:00,2025-10-02,16,10,October,Thursday,14.049999999999997,14.049999999999997
2025-10-02 15:00:00+00:00,69.8,PT15M,2025-10-02 17:00:00+02:00,2025-10-02,17,10,October,Thursday,-32.78,32.78
2025-10-02 15:15:00+00:00,81.14,PT15M,2025-10-02 17:15:00+02:00,2025-10-02,17,10,October,Thursday,11.340000000000003,11.340000000000003
2025-10-02 15:30:00+00:00,106.99,PT15M,2025-10-02 17:30:00+02:00,2025-10-02,17,10,October,Thursday,25.849999999999994,25.849999999999994
2025-10-02 15:45:00+00:00,169.37,PT15M,2025-10-02 17:45:00+02:00,2025-10-02,17,10,October,Thursday,62.38000000000001,62.38000000000001
2025-10-02 16:00:00+00:00,105.4,PT15M,2025-10-02 18:00:00+02:00,2025-10-02,18,10,October,Thursday,-63.97,63.97
2025-10-02 16:15:00+00:00,128.83,PT15M,2025-10-02 18:15:00+02:00,2025-10-02,18,10,October,Thursday,23.430000000000007,23.430000000000007
2025-10-02 16:30:00+00:00,168.31,PT15M,2025-10-02 18:30:00+02:00,2025-10-02,18,10,October,Thursday,39.47999999999999,39.47999999999999
2025-10-02 16:45:00+00:00,219.43,PT15M,2025-10-02 18:45:00+02:00,2025-10-02,18,10,October,Thursday,51.120000000000005,51.120000000000005
2025-10-02 17:00:00+00:00,198.48,PT15M,2025-10-02 19:00:00+02:00,2025-10-02,19,10,October,Thursday,-20.950000000000017,20.950000000000017
2025-10-02 17:15:00+00:00,183.32,PT15M,2025-10-02 19:15:00+02:00,2025-10-02,19,10,October,Thursday,-15.159999999999997,15.159999999999997
2025-10-02 17:30:00+00:00,152.96,PT15M,2025-10-02 19:30:00+02:00,2025-10-02,19,10,October,Thursday,-30.359999999999985,30.359999999999985
2025-10-02 17:45:00+00:00,122.82,PT15M,2025-10-02 19:45:00+02:00,2025-10-02,19,10,October,Thursday,-30.140000000000015,30.140000000000015
2025-10-02 18:00:00+00:00,135.96,PT15M,2025-10-02 20:00:00+02:00,2025-10-02,20,10,October,Thursday,13.140000000000015,13.140000000000015
2025-10-02 18:15:00+00:00,108.69,PT15M,2025-10-02 20:15:00+02:00,2025-10-02,20,10,October,Thursday,-27.27000000000001,27.27000000000001
2025-10-02 18:30:00+00:00,95.05,PT15M,2025-10-02 20:30:00+02:00,2025-10-02,20,10,October,Thursday,-13.64,13.64
